,amt_name,description_x,location,address,description_y,title,link,main_video,display_flag
0,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",KESHAVA REDDY SCHOOL,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
39,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",BACHUPALLY X ROADS,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
78,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",ANDHRABANK ,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
117,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",MALLAMPET,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
156,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",NIZAMPET,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
195,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",REDDY LABS,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
234,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",ANDHRA BANK,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
273,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",CYBER TOWERS,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
312,24 Hrs Security Personal,SECURITY ,"Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India","Praneeth Pranav Antilia Rd, Bachupally, Hyderabad, Telangana 500090, India",DLF ,PRANAV ANTILIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/HW3S0FTGvd4,Yes,s
351,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Sri Vagdevi Archis School,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
372,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Kisanmart,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
393,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Dr Reddys laboratories,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
414,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Axis Bank,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
435,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Bombay High way,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
456,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Miyapur Metro Station,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
477,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Cyber Tower,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
498,24 Hrs Security Personal,Security Guards,"Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India","Rasasri Villas, Nizampet Rd, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",IT Park,RASASRI VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/zmYmdm9hEBU,Yes,s
519,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",KENNEDY HIGH the global school Schools,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
577,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",KENNEDY HIGH the global school Schools,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
635,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Bombay High way,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
693,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Bombay High way,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
751,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Miyapur Metro Station,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
809,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Miyapur Metro Station,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
867,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Chandanagar or Lingampally Station,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
925,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Chandanagar or Lingampally Station,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
983,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Cyber Tower,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
1041,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Cyber Tower,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
1099,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",DLF IT PARK,SUNWAY OPUS GRAND NEVILLE APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Um97tUb0R8M,Yes,s
1157,24 Hrs Security Personal,Security Guards,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",DLF IT PARK,SUNWAY OPUS GRAND NIVELLE APARTMENTS IN AMEENPUR HYDERABAD,https://www.youtube.com/embed/GRbDEYrhCmc,No,s
1215,24 Hrs Security Personal,Security Guards,"3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India","3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India",International school,PRIME GARDENIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/NEdZ3hLEPQo,Yes,s
1235,24 Hrs Security Personal,Security Guards,"3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India","3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India",Kukatpally Auto Stand,PRIME GARDENIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/NEdZ3hLEPQo,Yes,s
1255,24 Hrs Security Personal,Security Guards,"3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India","3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India",Miyapur Bus Stand,PRIME GARDENIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/NEdZ3hLEPQo,Yes,s
1275,24 Hrs Security Personal,Security Guards,"3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India","3, MAA Villas Rd, Bachupally, Nizampet, Hyderabad, Telangana 500049, India",Nizampet X Road,PRIME GARDENIA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/NEdZ3hLEPQo,Yes,s
1295,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Oakridge International School,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1344,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Silver Oaks International School,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1393,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Usha Mallapudi Hospital,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1442,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Manjeera Cinepolis,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1491,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Outer Ring Road,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1540,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Metro Station JNTU,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1589,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",JNTU Bus Stop,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1638,24 Hrs Security Personal,Security Guards,"Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India","Rd Number 7, Hill County Phase-1, Hill County, Nizampet, Hyderabad, Telangana 500090, India",Cyber Towers,HILL COUNTY APARTMENTS IN BACHUPALLY HYDERABAD,https://www.youtube.com/embed/zpLrbaA5tXk,Yes,s
1687,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",Vikas The Concept School,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1710,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",Miyapur Bus Depot,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1733,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",JNTU Hyderabad,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1756,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",Sri Chaitanya Junior College,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1779,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",Gachibowli DLF Building,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1802,24 Hrs Security Personal,Security,"Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India","Shashank Rose Mount Apts, Bachupally Rd, Ameenpur, Miyapur, Hyderabad, Telangana 500090, India",Hitechcity Cyber Towers ,NAMAHA RHYTHM VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/Gah2I5W62Y8,Yes,s
1825,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Kennedy High The Global School,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
1844,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Kennedy High The Global School,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
1863,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Miyapur Metro Station,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
1882,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Miyapur Metro Station,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
1901,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Miyapur Bus Depot,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
1920,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Miyapur Bus Depot,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
1939,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",JNTU Hyderabad,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
1958,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",JNTU Hyderabad,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
1977,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Gachibowli Dlf Building,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
1996,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Gachibowli Dlf Building,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
2015,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Hitechcity Cyber Towers ,JIVIKA AT RAJESHWARA,https://www.youtube.com/embed/I32QLhx0USk,Yes,s
2034,24 Hrs Security Personal,Security,"JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India","JIVIKA at RAJESHWARA GATED COMMUNITY, Bachupally Rd, Bachupally, Miyapur, Hyderabad, Telangana 500049, India",Hitechcity Cyber Towers ,JIVIKA AT RAJESHWARA VILLAS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/9Lmc2iztF58,No,s
2053,24 Hrs Security Personal,Security,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",NH9 Mumbai Highway,SWARGA SEEMA HOUSINGS INDEPENDENT HOUSE IN BACHUPALLI,https://www.youtube.com/embed/AGiFkTQ8aPQ,Yes,s
2059,24 Hrs Security Personal,Security,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Miyapur Bus Depot,SWARGA SEEMA HOUSINGS INDEPENDENT HOUSE IN BACHUPALLI,https://www.youtube.com/embed/AGiFkTQ8aPQ,Yes,s
2065,24 Hrs Security Personal,Security,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Sri Chaitanya Junior College,SWARGA SEEMA HOUSINGS INDEPENDENT HOUSE IN BACHUPALLI,https://www.youtube.com/embed/AGiFkTQ8aPQ,Yes,s
2071,24 Hrs Security Personal,Security,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Gachibowli DLF Building,SWARGA SEEMA HOUSINGS INDEPENDENT HOUSE IN BACHUPALLI,https://www.youtube.com/embed/AGiFkTQ8aPQ,Yes,s
2077,24 Hrs Security Personal,Security,"Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India","Unnamed Road, Ameenpur, Miyapur, Hyderabad, Telangana 502325, India",Hitech City Cyber Tower,SWARGA SEEMA HOUSINGS INDEPENDENT HOUSE IN BACHUPALLI,https://www.youtube.com/embed/AGiFkTQ8aPQ,Yes,s
2083,24 Hrs Security Personal,fdfhdfhdgh,"F-407, Rd Number 12, Madhavapuri Hills, PJR Enclave, Ameenpur, Chanda Nagar, Hyderabad, Telangana 500050, India","Road #12, Madhavpuri Hills, Opp. Janapriya Nile Valley, Miyapur, Hyderabad",Sfgggggggg,Property Adviser Dot In How It works HD Video,https://www.youtube.com/embed/XhI52lT96tQ,Yes,s
2090,24 Hrs Security Personal,fdfhdfhdgh,"F-407, Rd Number 12, Madhavapuri Hills, PJR Enclave, Ameenpur, Chanda Nagar, Hyderabad, Telangana 500050, India","Road #12, Madhavpuri Hills, Opp. Janapriya Nile Valley, Miyapur, Hyderabad",Sfgggggggg,SRI RAMA AYODHYA VILLAS IN BAHADURPALLY HYDERABAD,https://www.youtube.com/embed/Uw5uWfPcPFA,No,s
2097,24 Hrs Security Personal,fdfhdfhdgh,"F-407, Rd Number 12, Madhavapuri Hills, PJR Enclave, Ameenpur, Chanda Nagar, Hyderabad, Telangana 500050, India","Road #12, Madhavpuri Hills, Opp. Janapriya Nile Valley, Miyapur, Hyderabad",dfgdfg,Property Adviser Dot In How It works HD Video,https://www.youtube.com/embed/XhI52lT96tQ,Yes,s
2104,24 Hrs Security Personal,fdfhdfhdgh,"F-407, Rd Number 12, Madhavapuri Hills, PJR Enclave, Ameenpur, Chanda Nagar, Hyderabad, Telangana 500050, India","Road #12, Madhavpuri Hills, Opp. Janapriya Nile Valley, Miyapur, Hyderabad",dfgdfg,SRI RAMA AYODHYA VILLAS IN BAHADURPALLY HYDERABAD,https://www.youtube.com/embed/Uw5uWfPcPFA,No,s
2125,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",International School,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2147,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",Super Market,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2169,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",High Way,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2191,24 Hrs Security Personal,Security Guards,"Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India","Lahari Green Park Rd, Bachupally, Hyderabad, Telangana 502325, India",Metro Train,OASIS GREEN APARTMENTS IN BACHUPALLI HYDERABAD,https://www.youtube.com/embed/5A-um6LudAo,Yes,s
2213,24 Hrs Security Personal,Security Guards,"Hyderabad, ASR Brundhavan Colony, Bollaram Industrial Area, Hyderabad, Telangana 500090, India","Unnamed Road, Bachupally, Nizampet, Hyderabad, Telangana 500090, India",Silver oaks school,2 & 3 BHK Flats for sale in Bachupally | RISINIA TRENDILLA â€“ Luxurious Gated Community Apartments,https://www.youtube.com/embed/kcEgn8VK0p4,Yes,s
